iter	Logloss
692	0.3154702538
693	0.3153678695
694	0.3152641177
695	0.3150982787
696	0.3148997594
697	0.3147937034
698	0.3147325845
699	0.3145531254
700	0.3144033558
701	0.3142412651
702	0.3140275783
703	0.3139209425
704	0.313807072
705	0.3137686729
706	0.3136252199
707	0.3134363599
708	0.3131965384
709	0.3128990026
710	0.3127475045
711	0.3125599571
712	0.3123888964
713	0.312235257
714	0.3120587533
715	0.311938598
716	0.3117834046
717	0.3116980777
718	0.3115898361
719	0.3114399865
720	0.3113198217
721	0.3111518623
722	0.3110854395
723	0.3109816235
724	0.3108907099
725	0.3107163948
726	0.3105855071
727	0.3104455214
728	0.3103104903
729	0.310163377
730	0.3100548645
731	0.3098770908
732	0.3097105099
733	0.3096340052
734	0.3095129993
735	0.3093682081
736	0.3092313493
737	0.309163031
738	0.309040426
739	0.3088930962
740	0.3088105954
741	0.3087077837
742	0.3085506747
743	0.3083499533
744	0.3082060176
745	0.308150306
746	0.3080038001
747	0.307870552
748	0.307742418
749	0.3075921906
750	0.30744152
751	0.3072710726
752	0.3070841002
753	0.3069497081
754	0.3067991879
755	0.3066483769
756	0.3065368899
757	0.3064131633
758	0.3063259728
759	0.3061334827
760	0.3060773114
761	0.3059469467
762	0.3058429748
763	0.3057769922
764	0.3056930483
765	0.3055380688
766	0.3054000693
767	0.3053473653
768	0.3052742355
769	0.3051436965
770	0.3049902175
771	0.3048408693
772	0.3047128415
773	0.3045953543
774	0.3045219562
775	0.304384686
776	0.3043029581
777	0.3041963973
778	0.3041574302
779	0.3039853835
780	0.303725539
781	0.303616398
782	0.3034494715
783	0.3033250741
784	0.3031768942
785	0.3029822517
786	0.3028121108
787	0.3027598841
788	0.3025677528
789	0.3024915491
790	0.302368041
791	0.3022125575
792	0.3020297267
793	0.301899519
794	0.3017155538
795	0.3015226427
796	0.301364269
797	0.3012400873
798	0.3011085912
799	0.3010003171
800	0.3008306565
801	0.3007462125
802	0.3006935497
803	0.3004886275
804	0.3003574983
805	0.3002694182
806	0.3001515182
807	0.2999149597
808	0.2997679686
809	0.2996714125
810	0.2995295554
811	0.2993730271
812	0.2993065386
813	0.2992415864
814	0.2990823028
815	0.2990041604
816	0.2988800172
817	0.2987130593
818	0.2986291844
819	0.2983988067
820	0.2982810328
821	0.2981350393
822	0.2979210095
823	0.2978014112
824	0.2976528563
825	0.2975957503
826	0.2974455221
827	0.297315491
828	0.2972063652
829	0.2970752616
830	0.2969707671
831	0.2968328035
832	0.2967104225
833	0.2965599738
834	0.2964605799
835	0.2963430821
836	0.2961644012
837	0.2960335258
838	0.2958738389
839	0.2957606762
840	0.2956815521
841	0.2956014334
842	0.2954487005
843	0.2953449638
844	0.2952394775
845	0.29514116
846	0.2951010689
847	0.2949511257
848	0.2948891709
849	0.2947481403
850	0.2945600519
851	0.2944435992
852	0.2942999391
853	0.2941384097
854	0.2940010372
855	0.2938794653
856	0.2937651373
857	0.2936070791
858	0.2934832617
859	0.2933771478
860	0.2932131351
861	0.2930903285
862	0.2929068388
863	0.2928192641
864	0.2926730101
865	0.2925159946
866	0.2923996746
867	0.2922989146
868	0.2922047052
869	0.292099219
870	0.2919852775
871	0.2918948638
872	0.2918284589
873	0.2917377576
874	0.2915914925
875	0.2914936452
876	0.2913535003
877	0.2911995129
878	0.2910567861
879	0.2909160449
880	0.2907868654
881	0.2907008359
882	0.2906315908
883	0.2904957218
884	0.2904531773
885	0.2903332163
886	0.2901901736
887	0.2900756227
888	0.2899592015
889	0.28982543
890	0.2896997442
891	0.2895634296
892	0.2894613892
893	0.2893206169
894	0.2892658291
895	0.289147346
896	0.2889820148
897	0.2888155984
898	0.2887077549
899	0.2885605829
900	0.2883988854
901	0.2883020555
902	0.2881757939
903	0.2880828279
904	0.2880478045
905	0.2879319704
906	0.2878505509
907	0.2877514259
908	0.2875998141
909	0.287432606
910	0.2873156013
911	0.2872332357
912	0.2871084629
913	0.2869177682
914	0.2868753463
915	0.2867738159
916	0.2866570619
917	0.2865452723
918	0.2864391984
919	0.2863307318
920	0.2862170677
921	0.2861659961
922	0.2860463822
923	0.2858973895
924	0.2857691543
925	0.2856632168
926	0.2855960249
927	0.2854088067
928	0.285346696
929	0.2851545769
930	0.285076344
931	0.2849636556
932	0.284867911
933	0.2848107394
934	0.284720073
935	0.2846171859
936	0.2844856176
937	0.2843920175
938	0.2842496522
939	0.2841761125
940	0.2840393517
941	0.283959678
942	0.2838273734
943	0.2837390052
944	0.283689437
945	0.2835457116
946	0.2834173512
947	0.2832860013
948	0.283136562
949	0.2830520398
950	0.2829638589
951	0.2828760183
952	0.2827393728
953	0.2826269505
954	0.2824775696
955	0.2823401268
956	0.2821936855
957	0.2820846931
958	0.2820038511
959	0.2819241047
960	0.2818544763
961	0.2817641121
962	0.2816272334
963	0.2814997215
964	0.2813630688
965	0.2812679585
966	0.2811774399
967	0.2810933059
968	0.2809638216
969	0.2807856372
970	0.2806493402
971	0.2805341131
972	0.2804336655
973	0.2802859293
974	0.2802232035
975	0.2801411187
976	0.2800080692
977	0.2799445485
978	0.279881265
979	0.2798282894
980	0.279695636
981	0.27954779
982	0.2794549345
983	0.2792943004
984	0.279145592
985	0.2791054954
986	0.2790275628
987	0.278969515
988	0.2789085435
989	0.2788256957
990	0.2787373504
991	0.2785835802
992	0.2784703657
993	0.2783895817
994	0.2782750735
995	0.2781547176
996	0.2780132628
997	0.2779481899
998	0.2778973026
999	0.2777444889
